Time,N0,Temperature,Aw,pH,Category,Name,Organism,Predict
240.0,4.0,15.0,0.97,6.0,Culture medium,Broth,Bacillus cereus,0.9868491
240.0,4.0,15.0,0.98,6.0,Culture medium,Broth,Bacillus cereus,1.9010651
240.0,4.0,15.0,0.99,6.0,Culture medium,Broth,Bacillus cereus,2.9599345
240.0,4.0,17.5,0.9,6.0,Culture medium,Broth,Bacillus cereus,-1.0760449
240.0,4.0,17.5,0.91,6.0,Culture medium,Broth,Bacillus cereus,-0.2965064
240.0,4.0,17.5,0.92,6.0,Culture medium,Broth,Bacillus cereus,-0.3162974
240.0,4.0,17.5,0.93,6.0,Culture medium,Broth,Bacillus cereus,-0.7244421
240.0,4.0,17.5,0.94,6.0,Culture medium,Broth,Bacillus cereus,-0.39394924
240.0,4.0,17.5,0.95,6.0,Culture medium,Broth,Bacillus cereus,0.021785233
240.0,4.0,17.5,0.96,6.0,Culture medium,Broth,Bacillus cereus,0.9080995
240.0,4.0,17.5,0.97,6.0,Culture medium,Broth,Bacillus cereus,1.4258679
240.0,4.0,17.5,0.98,6.0,Culture medium,Broth,Bacillus cereus,2.2128344
240.0,4.0,17.5,0.99,6.0,Culture medium,Broth,Bacillus cereus,3.0789251
240.0,4.0,20.0,0.9,6.0,Culture medium,Broth,Bacillus cereus,-0.8379171
240.0,4.0,20.0,0.91,6.0,Culture medium,Broth,Bacillus cereus,0.13646728
240.0,4.0,20.0,0.92,6.0,Culture medium,Broth,Bacillus cereus,0.11112978
240.0,4.0,20.0,0.93,6.0,Culture medium,Broth,Bacillus cereus,-0.4064251
240.0,4.0,20.0,0.94,6.0,Culture medium,Broth,Bacillus cereus,-0.040151585
240.0,4.0,20.0,0.95,6.0,Culture medium,Broth,Bacillus cereus,0.3561978
240.0,4.0,20.0,0.96,6.0,Culture medium,Broth,Bacillus cereus,1.2165463
240.0,4.0,20.0,0.97,6.0,Culture medium,Broth,Bacillus cereus,1.7037367
240.0,4.0,20.0,0.98,6.0,Culture medium,Broth,Bacillus cereus,2.6917162
240.0,4.0,20.0,0.99,6.0,Culture medium,Broth,Bacillus cereus,3.3960996
240.0,4.0,22.5,0.9,6.0,Culture medium,Broth,Bacillus cereus,-0.8346664
240.0,4.0,22.5,0.91,6.0,Culture medium,Broth,Bacillus cereus,0.20404117
240.0,4.0,22.5,0.92,6.0,Culture medium,Broth,Bacillus cereus,0.19697712
240.0,4.0,22.5,0.93,6.0,Culture medium,Broth,Bacillus cereus,-0.30169266
240.0,4.0,22.5,0.94,6.0,Culture medium,Broth,Bacillus cereus,0.06797401
240.0,4.0,22.5,0.95,6.0,Culture medium,Broth,Bacillus cereus,0.5019447
240.0,4.0,22.5,0.96,6.0,Culture medium,Broth,Bacillus cereus,1.34416
240.0,4.0,22.5,0.97,6.0,Culture medium,Broth,Bacillus cereus,1.7247567
240.0,4.0,22.5,0.98,6.0,Culture medium,Broth,Bacillus cereus,2.5325363
240.0,4.0,22.5,0.99,6.0,Culture medium,Broth,Bacillus cereus,3.1856294
240.0,4.0,25.0,0.9,6.0,Culture medium,Broth,Bacillus cereus,-0.30280107
240.0,4.0,25.0,0.91,6.0,Culture medium,Broth,Bacillus cereus,0.8808016
240.0,4.0,25.0,0.92,6.0,Culture medium,Broth,Bacillus cereus,0.8768873
240.0,4.0,25.0,0.93,6.0,Culture medium,Broth,Bacillus cereus,0.43388814
240.0,4.0,25.0,0.94,6.0,Culture medium,Broth,Bacillus cereus,0.7855751
240.0,4.0,25.0,0.95,6.0,Culture medium,Broth,Bacillus cereus,1.1958529
240.0,4.0,25.0,0.96,6.0,Culture medium,Broth,Bacillus cereus,1.9788986
240.0,4.0,25.0,0.97,6.0,Culture medium,Broth,Bacillus cereus,2.3809836
240.0,4.0,25.0,0.98,6.0,Culture medium,Broth,Bacillus cereus,3.236174
240.0,4.0,25.0,0.99,6.0,Culture medium,Broth,Bacillus cereus,3.815868
240.0,4.0,0.0,0.9,6.5,Culture medium,Broth,Bacillus cereus,-1.8080018
240.0,4.0,0.0,0.91,6.5,Culture medium,Broth,Bacillus cereus,-1.6865119
240.0,4.0,0.0,0.92,6.5,Culture medium,Broth,Bacillus cereus,-1.7888843
240.0,4.0,0.0,0.93,6.5,Culture medium,Broth,Bacillus cereus,-1.9943339
240.0,4.0,0.0,0.94,6.5,Culture medium,Broth,Bacillus cereus,-1.6585094
240.0,4.0,0.0,0.95,6.5,Culture medium,Broth,Bacillus cereus,-1.4507605
240.0,4.0,0.0,0.96,6.5,Culture medium,Broth,Bacillus cereus,-1.2169138
240.0,4.0,0.0,0.97,6.5,Culture medium,Broth,Bacillus cereus,-1.2592082
240.0,4.0,0.0,0.98,6.5,Culture medium,Broth,Bacillus cereus,-0.741109
240.0,4.0,0.0,0.99,6.5,Culture medium,Broth,Bacillus cereus,0.06886399
240.0,4.0,2.5,0.9,6.5,Culture medium,Broth,Bacillus cereus,-2.0190706
240.0,4.0,2.5,0.91,6.5,Culture medium,Broth,Bacillus cereus,-1.9164894
240.0,4.0,2.5,0.92,6.5,Culture medium,Broth,Bacillus cereus,-2.0232062
240.0,4.0,2.5,0.93,6.5,Culture medium,Broth,Bacillus cereus,-2.2370949
240.0,4.0,2.5,0.94,6.5,Culture medium,Broth,Bacillus cereus,-1.9295741
240.0,4.0,2.5,0.95,6.5,Culture medium,Broth,Bacillus cereus,-1.7294762
240.0,4.0,2.5,0.96,6.5,Culture medium,Broth,Bacillus cereus,-1.4956485
240.0,4.0,2.5,0.97,6.5,Culture medium,Broth,Bacillus cereus,-1.4268209
240.0,4.0,2.5,0.98,6.5,Culture medium,Broth,Bacillus cereus,-0.89999807
240.0,4.0,2.5,0.99,6.5,Culture medium,Broth,Bacillus cereus,-0.021225605
240.0,4.0,5.0,0.9,6.5,Culture medium,Broth,Bacillus cereus,-1.8906584
240.0,4.0,5.0,0.91,6.5,Culture medium,Broth,Bacillus cereus,-1.7349911
240.0,4.0,5.0,0.92,6.5,Culture medium,Broth,Bacillus cereus,-1.849647
240.0,4.0,5.0,0.93,6.5,Culture medium,Broth,Bacillus cereus,-2.0586615
240.0,4.0,5.0,0.94,6.5,Culture medium,Broth,Bacillus cereus,-1.6843209
240.0,4.0,5.0,0.95,6.5,Culture medium,Broth,Bacillus cereus,-1.3856561
240.0,4.0,5.0,0.96,6.5,Culture medium,Broth,Bacillus cereus,-1.075608
240.0,4.0,5.0,0.97,6.5,Culture medium,Broth,Bacillus cereus,-0.7724367
240.0,4.0,5.0,0.98,6.5,Culture medium,Broth,Bacillus cereus,-0.062058832
240.0,4.0,5.0,0.99,6.5,Culture medium,Broth,Bacillus cereus,0.70056933
240.0,4.0,7.5,0.9,6.5,Culture medium,Broth,Bacillus cereus,-1.0973479
240.0,4.0,7.5,0.91,6.5,Culture medium,Broth,Bacillus cereus,-0.8910651
240.0,4.0,7.5,0.92,6.5,Culture medium,Broth,Bacillus cereus,-1.0154918
240.0,4.0,7.5,0.93,6.5,Culture medium,Broth,Bacillus cereus,-1.2436168
240.0,4.0,7.5,0.94,6.5,Culture medium,Broth,Bacillus cereus,-0.85617256
240.0,4.0,7.5,0.95,6.5,Culture medium,Broth,Bacillus cereus,-0.48956767
240.0,4.0,7.5,0.96,6.5,Culture medium,Broth,Bacillus cereus,-0.11693707
240.0,4.0,7.5,0.97,6.5,Culture medium,Broth,Bacillus cereus,0.2595373
240.0,4.0,7.5,0.98,6.5,Culture medium,Broth,Bacillus cereus,1.0894103
240.0,4.0,7.5,0.99,6.5,Culture medium,Broth,Bacillus cereus,1.8579065
240.0,4.0,10.0,0.9,6.5,Culture medium,Broth,Bacillus cereus,-1.0209092
240.0,4.0,10.0,0.91,6.5,Culture medium,Broth,Bacillus cereus,-0.5786759
240.0,4.0,10.0,0.92,6.5,Culture medium,Broth,Bacillus cereus,-0.6696854
240.0,4.0,10.0,0.93,6.5,Culture medium,Broth,Bacillus cereus,-0.86032206
240.0,4.0,10.0,0.94,6.5,Culture medium,Broth,Bacillus cereus,-0.4479911
240.0,4.0,10.0,0.95,6.5,Culture medium,Broth,Bacillus cereus,0.012232544
240.0,4.0,10.0,0.96,6.5,Culture medium,Broth,Bacillus cereus,0.55298024
240.0,4.0,10.0,0.97,6.5,Culture medium,Broth,Bacillus cereus,1.1455487
240.0,4.0,10.0,0.98,6.5,Culture medium,Broth,Bacillus cereus,2.2176003
240.0,4.0,10.0,0.99,6.5,Culture medium,Broth,Bacillus cereus,2.9870594
240.0,4.0,12.5,0.9,6.5,Culture medium,Broth,Bacillus cereus,-0.78857654
240.0,4.0,12.5,0.91,6.5,Culture medium,Broth,Bacillus cereus,-0.2694237
240.0,4.0,12.5,0.92,6.5,Culture medium,Broth,Bacillus cereus,-0.35929123
240.0,4.0,12.5,0.93,6.5,Culture medium,Broth,Bacillus cereus,-0.58542985
240.0,4.0,12.5,0.94,6.5,Culture medium,Broth,Bacillus cereus,-0.15023752
240.0,4.0,12.5,0.95,6.5,Culture medium,Broth,Bacillus cereus,0.29130897
240.0,4.0,12.5,0.96,6.5,Culture medium,Broth,Bacillus cereus,1.0156022
240.0,4.0,12.5,0.97,6.5,Culture medium,Broth,Bacillus cereus,1.655422
240.0,4.0,12.5,0.98,6.5,Culture medium,Broth,Bacillus cereus,2.520332
240.0,4.0,12.5,0.99,6.5,Culture medium,Broth,Bacillus cereus,3.1647887
240.0,4.0,15.0,0.9,6.5,Culture medium,Broth,Bacillus cereus,-0.9598323
240.0,4.0,15.0,0.91,6.5,Culture medium,Broth,Bacillus cereus,-0.34199098
240.0,4.0,15.0,0.92,6.5,Culture medium,Broth,Bacillus cereus,-0.41900578
240.0,4.0,15.0,0.93,6.5,Culture medium,Broth,Bacillus cereus,-0.66415095
240.0,4.0,15.0,0.94,6.5,Culture medium,Broth,Bacillus cereus,-0.22717763
240.0,4.0,15.0,0.95,6.5,Culture medium,Broth,Bacillus cereus,0.22238831
240.0,4.0,15.0,0.96,6.5,Culture medium,Broth,Bacillus cereus,1.0431242
240.0,4.0,15.0,0.97,6.5,Culture medium,Broth,Bacillus cereus,1.779514
240.0,4.0,15.0,0.98,6.5,Culture medium,Broth,Bacillus cereus,2.6584501
240.0,4.0,15.0,0.99,6.5,Culture medium,Broth,Bacillus cereus,3.406882
240.0,4.0,17.5,0.9,6.5,Culture medium,Broth,Bacillus cereus,-0.75077206
240.0,4.0,17.5,0.91,6.5,Culture medium,Broth,Bacillus cereus,0.030221855
240.0,4.0,17.5,0.92,6.5,Culture medium,Broth,Bacillus cereus,-0.03102715
240.0,4.0,17.5,0.93,6.5,Culture medium,Broth,Bacillus cereus,-0.3479333
240.0,4.0,17.5,0.94,6.5,Culture medium,Broth,Bacillus cereus,0.114047244
240.0,4.0,17.5,0.95,6.5,Culture medium,Broth,Bacillus cereus,0.5863221
240.0,4.0,17.5,0.96,6.5,Culture medium,Broth,Bacillus cereus,1.5692677
240.0,4.0,17.5,0.97,6.5,Culture medium,Broth,Bacillus cereus,2.30395
240.0,4.0,17.5,0.98,6.5,Culture medium,Broth,Bacillus cereus,3.047799
240.0,4.0,17.5,0.99,6.5,Culture medium,Broth,Bacillus cereus,3.580025
240.0,4.0,20.0,0.9,6.5,Culture medium,Broth,Bacillus cereus,-0.57452565
240.0,4.0,20.0,0.91,6.5,Culture medium,Broth,Bacillus cereus,0.40359268
240.0,4.0,20.0,0.92,6.5,Culture medium,Broth,Bacillus cereus,0.33703917
240.0,4.0,20.0,0.93,6.5,Culture medium,Broth,Bacillus cereus,-0.081878826
240.0,4.0,20.0,0.94,6.5,Culture medium,Broth,Bacillus cereus,0.41822362
240.0,4.0,20.0,0.95,6.5,Culture medium,Broth,Bacillus cereus,0.8847148
240.0,4.0,20.0,0.96,6.5,Culture medium,Broth,Bacillus cereus,1.8541002
240.0,4.0,20.0,0.97,6.5,Culture medium,Broth,Bacillus cereus,2.5593843
240.0,4.0,20.0,0.98,6.5,Culture medium,Broth,Bacillus cereus,3.4821682
240.0,4.0,20.0,0.99,6.5,Culture medium,Broth,Bacillus cereus,3.8586571
240.0,4.0,22.5,0.9,6.5,Culture medium,Broth,Bacillus cereus,-0.5574279
240.0,4.0,22.5,0.91,6.5,Culture medium,Broth,Bacillus cereus,0.4852448
240.0,4.0,22.5,0.92,6.5,Culture medium,Broth,Bacillus cereus,0.43773374
240.0,4.0,22.5,0.93,6.5,Culture medium,Broth,Bacillus cereus,0.043179683
240.0,4.0,22.5,0.94,6.5,Culture medium,Broth,Bacillus cereus,0.54863364
240.0,4.0,22.5,0.95,6.5,Culture medium,Broth,Bacillus cereus,1.0697275
240.0,4.0,22.5,0.96,6.5,Culture medium,Broth,Bacillus cereus,2.012008
240.0,4.0,22.5,0.97,6.5,Culture medium,Broth,Bacillus cereus,2.6130157
240.0,4.0,22.5,0.98,6.5,Culture medium,Broth,Bacillus cereus,3.3619776
240.0,4.0,22.5,0.99,6.5,Culture medium,Broth,Bacillus cereus,3.6849937
240.0,4.0,25.0,0.9,6.5,Culture medium,Broth,Bacillus cereus,-0.16083172
240.0,4.0,25.0,0.91,6.5,Culture medium,Broth,Bacillus cereus,1.0225453
240.0,4.0,25.0,0.92,6.5,Culture medium,Broth,Bacillus cereus,0.9781792
240.0,4.0,25.0,0.93,6.5,Culture medium,Broth,Bacillus cereus,0.6283585
240.0,4.0,25.0,0.94,6.5,Culture medium,Broth,Bacillus cereus,1.1150154
240.0,4.0,25.0,0.95,6.5,Culture medium,Broth,Bacillus cereus,1.6031688
240.0,4.0,25.0,0.96,6.5,Culture medium,Broth,Bacillus cereus,2.4850373
240.0,4.0,25.0,0.97,6.5,Culture medium,Broth,Bacillus cereus,3.0992565
240.0,4.0,25.0,0.98,6.5,Culture medium,Broth,Bacillus cereus,3.9033966
240.0,4.0,25.0,0.99,6.5,Culture medium,Broth,Bacillus cereus,4.1653757
240.0,4.0,0.0,0.9,7.0,Culture medium,Broth,Bacillus cereus,-1.7211775
240.0,4.0,0.0,0.91,7.0,Culture medium,Broth,Bacillus cereus,-1.5272005
240.0,4.0,0.0,0.92,7.0,Culture medium,Broth,Bacillus cereus,-1.5819273
240.0,4.0,0.0,0.93,7.0,Culture medium,Broth,Bacillus cereus,-1.7882081
240.0,4.0,0.0,0.94,7.0,Culture medium,Broth,Bacillus cereus,-1.4299222
240.0,4.0,0.0,0.95,7.0,Culture medium,Broth,Bacillus cereus,-1.2200392
240.0,4.0,0.0,0.96,7.0,Culture medium,Broth,Bacillus cereus,-0.9334037
240.0,4.0,0.0,0.97,7.0,Culture medium,Broth,Bacillus cereus,-0.9185303
240.0,4.0,0.0,0.98,7.0,Culture medium,Broth,Bacillus cereus,-0.68024385
240.0,4.0,0.0,0.99,7.0,Culture medium,Broth,Bacillus cereus,0.47827864
240.0,4.0,2.5,0.9,7.0,Culture medium,Broth,Bacillus cereus,-1.9844708
240.0,4.0,2.5,0.91,7.0,Culture medium,Broth,Bacillus cereus,-1.8040688
240.0,4.0,2.5,0.92,7.0,Culture medium,Broth,Bacillus cereus,-1.8625722
240.0,4.0,2.5,0.93,7.0,Culture medium,Broth,Bacillus cereus,-2.0780435
240.0,4.0,2.5,0.94,7.0,Culture medium,Broth,Bacillus cereus,-1.7544003
240.0,4.0,2.5,0.95,7.0,Culture medium,Broth,Bacillus cereus,-1.5598739
240.0,4.0,2.5,0.96,7.0,Culture medium,Broth,Bacillus cereus,-1.2723279
240.0,4.0,2.5,0.97,7.0,Culture medium,Broth,Bacillus cereus,-1.1460743
240.0,4.0,2.5,0.98,7.0,Culture medium,Broth,Bacillus cereus,-0.90516007
240.0,4.0,2.5,0.99,7.0,Culture medium,Broth,Bacillus cereus,0.31634957
240.0,4.0,5.0,0.9,7.0,Culture medium,Broth,Bacillus cereus,-1.5996157
240.0,4.0,5.0,0.91,7.0,Culture medium,Broth,Bacillus cereus,-1.3939036
240.0,4.0,5.0,0.92,7.0,Culture medium,Broth,Bacillus cereus,-1.4567477
240.0,4.0,5.0,0.93,7.0,Culture medium,Broth,Bacillus cereus,-1.6672957
240.0,4.0,5.0,0.94,7.0,Culture medium,Broth,Bacillus cereus,-1.2780433
240.0,4.0,5.0,0.95,7.0,Culture medium,Broth,Bacillus cereus,-0.9848621
240.0,4.0,5.0,0.96,7.0,Culture medium,Broth,Bacillus cereus,-0.6275258
240.0,4.0,5.0,0.97,7.0,Culture medium,Broth,Bacillus cereus,-0.26666525
240.0,4.0,5.0,0.98,7.0,Culture medium,Broth,Bacillus cereus,0.13826798
240.0,4.0,5.0,0.99,7.0,Culture medium,Broth,Bacillus cereus,1.2964407
240.0,4.0,7.5,0.9,7.0,Culture medium,Broth,Bacillus cereus,-0.9019253
240.0,4.0,7.5,0.91,7.0,Culture medium,Broth,Bacillus cereus,-0.6571852
240.0,4.0,7.5,0.92,7.0,Culture medium,Broth,Bacillus cereus,-0.7282678
240.0,4.0,7.5,0.93,7.0,Culture medium,Broth,Bacillus cereus,-0.95790696
240.0,4.0,7.5,0.94,7.0,Culture medium,Broth,Bacillus cereus,-0.5551688
240.0,4.0,7.5,0.95,7.0,Culture medium,Broth,Bacillus cereus,-0.1886307
240.0,4.0,7.5,0.96,7.0,Culture medium,Broth,Bacillus cereus,0.2365876
240.0,4.0,7.5,0.97,7.0,Culture medium,Broth,Bacillus cereus,0.6693037
240.0,4.0,7.5,0.98,7.0,Culture medium,Broth,Bacillus cereus,1.1728888
240.0,4.0,7.5,0.99,7.0,Culture medium,Broth,Bacillus cereus,2.33002
240.0,4.0,10.0,0.9,7.0,Culture medium,Broth,Bacillus cereus,-0.7754015
240.0,4.0,10.0,0.91,7.0,Culture medium,Broth,Bacillus cereus,-0.30776712
240.0,4.0,10.0,0.92,7.0,Culture medium,Broth,Bacillus cereus,-0.3502019
240.0,4.0,10.0,0.93,7.0,Culture medium,Broth,Bacillus cereus,-0.53445756
240.0,4.0,10.0,0.94,7.0,Culture medium,Broth,Bacillus cereus,-0.10680464
240.0,4.0,10.0,0.95,7.0,Culture medium,Broth,Bacillus cereus,0.3548842
240.0,4.0,10.0,0.96,7.0,Culture medium,Broth,Bacillus cereus,0.9494966
240.0,4.0,10.0,0.97,7.0,Culture medium,Broth,Bacillus cereus,1.5922049
240.0,4.0,10.0,0.98,7.0,Culture medium,Broth,Bacillus cereus,2.3271413
240.0,4.0,10.0,0.99,7.0,Culture medium,Broth,Bacillus cereus,3.4688745
240.0,4.0,12.5,0.9,7.0,Culture medium,Broth,Bacillus cereus,-0.45874202
240.0,4.0,12.5,0.91,7.0,Culture medium,Broth,Bacillus cereus,0.08537468
240.0,4.0,12.5,0.92,7.0,Culture medium,Broth,Bacillus cereus,0.044083484
240.0,4.0,12.5,0.93,7.0,Culture medium,Broth,Bacillus cereus,-0.16978708
240.0,4.0,12.5,0.94,7.0,Culture medium,Broth,Bacillus cereus,0.2907843
240.0,4.0,12.5,0.95,7.0,Culture medium,Broth,Bacillus cereus,0.7363713
240.0,4.0,12.5,0.96,7.0,Culture medium,Broth,Bacillus cereus,1.5193291
240.0,4.0,12.5,0.97,7.0,Culture medium,Broth,Bacillus cereus,2.21036
240.0,4.0,12.5,0.98,7.0,Culture medium,Broth,Bacillus cereus,2.7432914
240.0,4.0,12.5,0.99,7.0,Culture medium,Broth,Bacillus cereus,3.7642984
240.0,4.0,15.0,0.9,7.0,Culture medium,Broth,Bacillus cereus,-0.61311734
240.0,4.0,15.0,0.91,7.0,Culture medium,Broth,Bacillus cereus,0.029687429
240.0,4.0,15.0,0.92,7.0,Culture medium,Broth,Bacillus cereus,0.0010919052
240.0,4.0,15.0,0.93,7.0,Culture medium,Broth,Bacillus cereus,-0.23029228
240.0,4.0,15.0,0.94,7.0,Culture medium,Broth,Bacillus cereus,0.24001026
240.0,4.0,15.0,0.95,7.0,Culture medium,Broth,Bacillus cereus,0.6995304
240.0,4.0,15.0,0.96,7.0,Culture medium,Broth,Bacillus cereus,1.5793328
240.0,4.0,15.0,0.97,7.0,Culture medium,Broth,Bacillus cereus,2.3641407
240.0,4.0,15.0,0.98,7.0,Culture medium,Broth,Bacillus cereus,2.903752
240.0,4.0,15.0,0.99,7.0,Culture medium,Broth,Bacillus cereus,4.0124483
240.0,4.0,17.5,0.9,7.0,Culture medium,Broth,Bacillus cereus,-0.40484285
240.0,4.0,17.5,0.91,7.0,Culture medium,Broth,Bacillus cereus,0.4031216
240.0,4.0,17.5,0.92,7.0,Culture medium,Broth,Bacillus cereus,0.39047086
240.0,4.0,17.5,0.93,7.0,Culture medium,Broth,Bacillus cereus,0.08796628
240.0,4.0,17.5,0.94,7.0,Culture medium,Broth,Bacillus cereus,0.5904147
240.0,4.0,17.5,0.95,7.0,Culture medium,Broth,Bacillus cereus,1.0737493
240.0,4.0,17.5,0.96,7.0,Culture medium,Broth,Bacillus cereus,2.1243036
240.0,4.0,17.5,0.97,7.0,Culture medium,Broth,Bacillus cereus,2.904384
240.0,4.0,17.5,0.98,7.0,Culture medium,Broth,Bacillus cereus,3.2985783
240.0,4.0,17.5,0.99,7.0,Culture medium,Broth,Bacillus cereus,4.1773596
240.0,4.0,20.0,0.9,7.0,Culture medium,Broth,Bacillus cereus,-0.24546207
240.0,4.0,20.0,0.91,7.0,Culture medium,Broth,Bacillus cereus,0.7577904
240.0,4.0,20.0,0.92,7.0,Culture medium,Broth,Bacillus cereus,0.73983425
240.0,4.0,20.0,0.93,7.0,Culture medium,Broth,Bacillus cereus,0.3437747
240.0,4.0,20.0,0.94,7.0,Culture medium,Broth,Bacillus cereus,0.8943374
240.0,4.0,20.0,0.95,7.0,Culture medium,Broth,Bacillus cereus,1.3778741
240.0,4.0,20.0,0.96,7.0,Culture medium,Broth,Bacillus cereus,2.420239
240.0,4.0,20.0,0.97,7.0,Culture medium,Broth,Bacillus cereus,3.1678622
240.0,4.0,20.0,0.98,7.0,Culture medium,Broth,Bacillus cereus,3.709342
240.0,4.0,20.0,0.99,7.0,Culture medium,Broth,Bacillus cereus,4.4195395
240.0,4.0,22.5,0.9,7.0,Culture medium,Broth,Bacillus cereus,-0.19109292
240.0,4.0,22.5,0.91,7.0,Culture medium,Broth,Bacillus cereus,0.8767137
240.0,4.0,22.5,0.92,7.0,Culture medium,Broth,Bacillus cereus,0.87742436
240.0,4.0,22.5,0.93,7.0,Culture medium,Broth,Bacillus cereus,0.50136304
240.0,4.0,22.5,0.94,7.0,Culture medium,Broth,Bacillus cereus,1.0606699
240.0,4.0,22.5,0.95,7.0,Culture medium,Broth,Bacillus cereus,1.5996351
240.0,4.0,22.5,0.96,7.0,Culture medium,Broth,Bacillus cereus,2.616556
240.0,4.0,22.5,0.97,7.0,Culture medium,Broth,Bacillus cereus,3.262555
240.0,4.0,22.5,0.98,7.0,Culture medium,Broth,Bacillus cereus,3.6593337
240.0,4.0,22.5,0.99,7.0,Culture medium,Broth,Bacillus cereus,4.296063
240.0,4.0,25.0,0.9,7.0,Culture medium,Broth,Bacillus cereus,0.08009624
240.0,4.0,25.0,0.91,7.0,Culture medium,Broth,Bacillus cereus,1.2846653
240.0,4.0,25.0,0.92,7.0,Culture medium,Broth,Bacillus cereus,1.2882552
240.0,4.0,25.0,0.93,7.0,Culture medium,Broth,Bacillus cereus,0.9505711
240.0,4.0,25.0,0.94,7.0,Culture medium,Broth,Bacillus cereus,1.4799073
240.0,4.0,25.0,0.95,7.0,Culture medium,Broth,Bacillus cereus,1.9756466
240.0,4.0,25.0,0.96,7.0,Culture medium,Broth,Bacillus cereus,2.9196844
240.0,4.0,25.0,0.97,7.0,Culture medium,Broth,Bacillus cereus,3.5876613
240.0,4.0,25.0,0.98,7.0,Culture medium,Broth,Bacillus cereus,4.071765
240.0,4.0,25.0,0.99,7.0,Culture medium,Broth,Bacillus cereus,4.6515703
240.0,4.0,0.0,0.9,7.5,Culture medium,Broth,Bacillus cereus,-1.4015257
240.0,4.0,0.0,0.91,7.5,Culture medium,Broth,Bacillus cereus,-1.1367542
240.0,4.0,0.0,0.92,7.5,Culture medium,Broth,Bacillus cereus,-1.1691371
240.0,4.0,0.0,0.93,7.5,Culture medium,Broth,Bacillus cereus,-1.3557649
240.0,4.0,0.0,0.94,7.5,Culture medium,Broth,Bacillus cereus,-1.0062977
240.0,4.0,0.0,0.95,7.5,Culture medium,Broth,Bacillus cereus,-0.7832945
240.0,4.0,0.0,0.96,7.5,Culture medium,Broth,Bacillus cereus,-0.63596684
240.0,4.0,0.0,0.97,7.5,Culture medium,Broth,Bacillus cereus,-0.67380977
240.0,4.0,0.0,0.98,7.5,Culture medium,Broth,Bacillus cereus,-0.4302899
240.0,4.0,0.0,0.99,7.5,Culture medium,Broth,Bacillus cereus,0.78921485
240.0,4.0,2.5,0.9,7.5,Culture medium,Broth,Bacillus cereus,-1.6483108
240.0,4.0,2.5,0.91,7.5,Culture medium,Broth,Bacillus cereus,-1.3934342
240.0,4.0,2.5,0.92,7.5,Culture medium,Broth,Bacillus cereus,-1.4286208
240.0,4.0,2.5,0.93,7.5,Culture medium,Broth,Bacillus cereus,-1.6238847
240.0,4.0,2.5,0.94,7.5,Culture medium,Broth,Bacillus cereus,-1.3049732
240.0,4.0,2.5,0.95,7.5,Culture medium,Broth,Bacillus cereus,-1.0991039
240.0,4.0,2.5,0.96,7.5,Culture medium,Broth,Bacillus cereus,-0.9534021
240.0,4.0,2.5,0.97,7.5,Culture medium,Broth,Bacillus cereus,-0.8926366
240.0,4.0,2.5,0.98,7.5,Culture medium,Broth,Bacillus cereus,-0.6488574
240.0,4.0,2.5,0.99,7.5,Culture medium,Broth,Bacillus cereus,0.63401544
240.0,4.0,5.0,0.9,7.5,Culture medium,Broth,Bacillus cereus,-1.3645738
240.0,4.0,5.0,0.91,7.5,Culture medium,Broth,Bacillus cereus,-1.0820735
240.0,4.0,5.0,0.92,7.5,Culture medium,Broth,Bacillus cereus,-1.1192789
240.0,4.0,5.0,0.93,7.5,Culture medium,Broth,Bacillus cereus,-1.3080884
240.0,4.0,5.0,0.94,7.5,Culture medium,Broth,Bacillus cereus,-0.9268062
240.0,4.0,5.0,0.95,7.5,Culture medium,Broth,Bacillus cereus,-0.63004005
240.0,4.0,5.0,0.96,7.5,Culture medium,Broth,Bacillus cereus,-0.41921452
240.0,4.0,5.0,0.97,7.5,Culture medium,Broth,Bacillus cereus,-0.14926904
240.0,4.0,5.0,0.98,7.5,Culture medium,Broth,Bacillus cereus,0.23867285
240.0,4.0,5.0,0.99,7.5,Culture medium,Broth,Bacillus cereus,1.4317499
240.0,4.0,7.5,0.9,7.5,Culture medium,Broth,Bacillus cereus,-0.7152445
240.0,4.0,7.5,0.91,7.5,Culture medium,Broth,Bacillus cereus,-0.4023668
240.0,4.0,7.5,0.92,7.5,Culture medium,Broth,Bacillus cereus,-0.4494438
240.0,4.0,7.5,0.93,7.5,Culture medium,Broth,Bacillus cereus,-0.65930825
240.0,4.0,7.5,0.94,7.5,Culture medium,Broth,Bacillus cereus,-0.26769522
240.0,4.0,7.5,0.95,7.5,Culture medium,Broth,Bacillus cereus,0.09426588
240.0,4.0,7.5,0.96,7.5,Culture medium,Broth,Bacillus cereus,0.3605452
240.0,4.0,7.5,0.97,7.5,Culture medium,Broth,Bacillus cereus,0.69764817
240.0,4.0,7.5,0.98,7.5,Culture medium,Broth,Bacillus cereus,1.1844456
240.0,4.0,7.5,0.99,7.5,Culture medium,Broth,Bacillus cereus,2.4127958
240.0,4.0,10.0,0.9,7.5,Culture medium,Broth,Bacillus cereus,-0.6677535
240.0,4.0,10.0,0.91,7.5,Culture medium,Broth,Bacillus cereus,-0.13779965
240.0,4.0,10.0,0.92,7.5,Culture medium,Broth,Bacillus cereus,-0.16142103
240.0,4.0,10.0,0.93,7.5,Culture medium,Broth,Bacillus cereus,-0.3336758
