Time,N0,Temperature,Aw,pH,Category,Name,Organism,Predict
240.0,4.0,12.5,0.93,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.2872298
240.0,4.0,12.5,0.94,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.7669497
240.0,4.0,12.5,0.95,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.4670022
240.0,4.0,12.5,0.96,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.9186792
240.0,4.0,12.5,0.97,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.5321271
240.0,4.0,12.5,0.98,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.0301924
240.0,4.0,12.5,0.99,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.3898435
240.0,4.0,15.0,0.9,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.57345337
240.0,4.0,15.0,0.91,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.4501129
240.0,4.0,15.0,0.92,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.4336176
240.0,4.0,15.0,0.93,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.1982915
240.0,4.0,15.0,0.94,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.6796792
240.0,4.0,15.0,0.95,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.3772526
240.0,4.0,15.0,0.96,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.9257076
240.0,4.0,15.0,0.97,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.5939424
240.0,4.0,15.0,0.98,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.056829
240.0,4.0,15.0,0.99,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.679057
240.0,4.0,17.5,0.9,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.77731293
240.0,4.0,17.5,0.91,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.9423845
240.0,4.0,17.5,0.92,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.9377627
240.0,4.0,17.5,0.93,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.6060711
240.0,4.0,17.5,0.94,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.0862992
240.0,4.0,17.5,0.95,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.7259493
240.0,4.0,17.5,0.96,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.3088083
240.0,4.0,17.5,0.97,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.890351
240.0,4.0,17.5,0.98,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.3045835
240.0,4.0,17.5,0.99,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.791076
240.0,4.0,20.0,0.9,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.2329506
240.0,4.0,20.0,0.91,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.6502872
240.0,4.0,20.0,0.92,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.6354408
240.0,4.0,20.0,0.93,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.1896462
240.0,4.0,20.0,0.94,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.688802
240.0,4.0,20.0,0.95,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.2692778
240.0,4.0,20.0,0.96,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.7880437
240.0,4.0,20.0,0.97,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.2990503
240.0,4.0,20.0,0.98,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.9859233
240.0,4.0,20.0,0.99,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,5.3102856
240.0,4.0,22.5,0.9,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.1126612
240.0,4.0,22.5,0.91,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.5306594
240.0,4.0,22.5,0.92,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.5225093
240.0,4.0,22.5,0.93,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.0792255
240.0,4.0,22.5,0.94,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.56175
240.0,4.0,22.5,0.95,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.110115
240.0,4.0,22.5,0.96,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.6331825
240.0,4.0,22.5,0.97,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.0800586
240.0,4.0,22.5,0.98,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.6647453
240.0,4.0,22.5,0.99,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.9663253
240.0,4.0,25.0,0.9,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.4453576
240.0,4.0,25.0,0.91,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.9211295
240.0,4.0,25.0,0.92,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.9146311
240.0,4.0,25.0,0.93,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.5266373
240.0,4.0,25.0,0.94,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.9829307
240.0,4.0,25.0,0.95,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.489358
240.0,4.0,25.0,0.96,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.9956775
240.0,4.0,25.0,0.97,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.482997
240.0,4.0,25.0,0.98,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,5.10653
240.0,4.0,25.0,0.99,6.0,Culture medium,Broth,Listeria monocytogenes/innocua,5.3595786
240.0,4.0,0.0,0.9,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,-0.7375143
240.0,4.0,0.0,0.91,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,-0.5012683
240.0,4.0,0.0,0.92,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,-0.6167856
240.0,4.0,0.0,0.93,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,-0.7825356
240.0,4.0,0.0,0.94,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,-0.33291653
240.0,4.0,0.0,0.95,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,-0.019686913
240.0,4.0,0.0,0.96,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,-0.07590953
240.0,4.0,0.0,0.97,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,0.046854153
240.0,4.0,0.0,0.98,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,0.38259
240.0,4.0,0.0,0.99,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,0.9014204
240.0,4.0,2.5,0.9,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,-0.6611835
240.0,4.0,2.5,0.91,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,-0.4454245
240.0,4.0,2.5,0.92,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,-0.56184965
240.0,4.0,2.5,0.93,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,-0.73037744
240.0,4.0,2.5,0.94,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,-0.30301517
240.0,4.0,2.5,0.95,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,0.019983381
240.0,4.0,2.5,0.96,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,-0.029624604
240.0,4.0,2.5,0.97,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,0.25572282
240.0,4.0,2.5,0.98,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,0.60951203
240.0,4.0,2.5,0.99,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.1757698
240.0,4.0,5.0,0.9,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,-0.16649981
240.0,4.0,5.0,0.91,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,0.1092682
240.0,4.0,5.0,0.92,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,-0.014555405
240.0,4.0,5.0,0.93,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,-0.17359664
240.0,4.0,5.0,0.94,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,0.3419736
240.0,4.0,5.0,0.95,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,0.8127524
240.0,4.0,5.0,0.96,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,0.86304146
240.0,4.0,5.0,0.97,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.4158427
240.0,4.0,5.0,0.98,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.9740466
240.0,4.0,5.0,0.99,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.39446
240.0,4.0,7.5,0.9,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,0.50983375
240.0,4.0,7.5,0.91,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,0.8768578
240.0,4.0,7.5,0.92,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,0.748488
240.0,4.0,7.5,0.93,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,0.5714006
240.0,4.0,7.5,0.94,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.1201357
240.0,4.0,7.5,0.95,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.7235557
240.0,4.0,7.5,0.96,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.7783881
240.0,4.0,7.5,0.97,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.3078337
240.0,4.0,7.5,0.98,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.8452468
240.0,4.0,7.5,0.99,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,3.3065608
240.0,4.0,10.0,0.9,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,0.7593117
240.0,4.0,10.0,0.91,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.3788627
240.0,4.0,10.0,0.92,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.2845751
240.0,4.0,10.0,0.93,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.1677278
240.0,4.0,10.0,0.94,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.7774806
240.0,4.0,10.0,0.95,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.5050588
240.0,4.0,10.0,0.96,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.7365453
240.0,4.0,10.0,0.97,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,3.4702568
240.0,4.0,10.0,0.98,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,4.235253
240.0,4.0,10.0,0.99,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,4.6792254
240.0,4.0,12.5,0.9,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,0.6960374
240.0,4.0,12.5,0.91,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.455589
240.0,4.0,12.5,0.92,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.381491
240.0,4.0,12.5,0.93,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.2311231
240.0,4.0,12.5,0.94,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.8540763
240.0,4.0,12.5,0.95,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.5378447
240.0,4.0,12.5,0.96,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.910207
240.0,4.0,12.5,0.97,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,3.6352272
240.0,4.0,12.5,0.98,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,4.1481485
240.0,4.0,12.5,0.99,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,4.4720683
240.0,4.0,15.0,0.9,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,0.44461364
240.0,4.0,15.0,0.91,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.3304703
240.0,4.0,15.0,0.92,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.2732036
240.0,4.0,15.0,0.93,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.1085262
240.0,4.0,15.0,0.94,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.7381065
240.0,4.0,15.0,0.95,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.428626
240.0,4.0,15.0,0.96,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.9025908
240.0,4.0,15.0,0.97,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,3.679988
240.0,4.0,15.0,0.98,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,4.1467314
240.0,4.0,15.0,0.99,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,4.703119
240.0,4.0,17.5,0.9,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,0.67031425
240.0,4.0,17.5,0.91,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.8316157
240.0,4.0,17.5,0.92,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.7856766
240.0,4.0,17.5,0.93,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.5389941
240.0,4.0,17.5,0.94,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.1717658
240.0,4.0,17.5,0.95,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.8314574
240.0,4.0,17.5,0.96,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,3.3478281
240.0,4.0,17.5,0.97,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,4.0564346
240.0,4.0,17.5,0.98,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,4.473169
240.0,4.0,17.5,0.99,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,4.870403
240.0,4.0,20.0,0.9,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.0491955
240.0,4.0,20.0,0.91,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.4608197
240.0,4.0,20.0,0.92,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.404905
240.0,4.0,20.0,0.93,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.050622
240.0,4.0,20.0,0.94,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.704216
240.0,4.0,20.0,0.95,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,3.3118565
240.0,4.0,20.0,0.96,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,3.7746665
240.0,4.0,20.0,0.97,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,4.4186664
240.0,4.0,20.0,0.98,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,5.094191
240.0,4.0,20.0,0.99,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,5.3346615
240.0,4.0,22.5,0.9,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,0.93989366
240.0,4.0,22.5,0.91,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.3524077
240.0,4.0,22.5,0.92,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.3030741
240.0,4.0,22.5,0.93,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.9567863
240.0,4.0,22.5,0.94,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.589339
240.0,4.0,22.5,0.95,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,3.1675956
240.0,4.0,22.5,0.96,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,3.635231
240.0,4.0,22.5,0.97,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,4.2231708
240.0,4.0,22.5,0.98,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,4.799289
240.0,4.0,22.5,0.99,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,5.0179567
240.0,4.0,25.0,0.9,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,1.1941384
240.0,4.0,25.0,0.91,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.6596859
240.0,4.0,25.0,0.92,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.6120033
240.0,4.0,25.0,0.93,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.3107555
240.0,4.0,25.0,0.94,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,2.9162672
240.0,4.0,25.0,0.95,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,3.4507754
240.0,4.0,25.0,0.96,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,3.9029274
240.0,4.0,25.0,0.97,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,4.523228
240.0,4.0,25.0,0.98,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,5.1437716
240.0,4.0,25.0,0.99,6.5,Culture medium,Broth,Listeria monocytogenes/innocua,5.3237104
240.0,4.0,0.0,0.9,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,-0.69938684
240.0,4.0,0.0,0.91,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,-0.38168895
240.0,4.0,0.0,0.92,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,-0.4475005
240.0,4.0,0.0,0.93,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,-0.6102201
240.0,4.0,0.0,0.94,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,-0.11611815
240.0,4.0,0.0,0.95,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.19934501
240.0,4.0,0.0,0.96,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.19054097
240.0,4.0,0.0,0.97,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.43260413
240.0,4.0,0.0,0.98,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.4931179
240.0,4.0,0.0,0.99,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.3520564
240.0,4.0,2.5,0.9,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,-0.59841084
240.0,4.0,2.5,0.91,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,-0.29586613
240.0,4.0,2.5,0.92,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,-0.36201656
240.0,4.0,2.5,0.93,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,-0.52826494
240.0,4.0,2.5,0.94,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,-0.062103067
240.0,4.0,2.5,0.95,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.25677392
240.0,4.0,2.5,0.96,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.2560708
240.0,4.0,2.5,0.97,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.6651908
240.0,4.0,2.5,0.98,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.73683286
240.0,4.0,2.5,0.99,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.636441
240.0,4.0,5.0,0.9,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.13534825
240.0,4.0,5.0,0.91,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.470122
240.0,4.0,5.0,0.92,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.4001731
240.0,4.0,5.0,0.93,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.24345608
240.0,4.0,5.0,0.94,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.7962972
240.0,4.0,5.0,0.95,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.2630454
240.0,4.0,5.0,0.96,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.3569742
240.0,4.0,5.0,0.97,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.0316794
240.0,4.0,5.0,0.98,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.29018
240.0,4.0,5.0,0.99,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.090491
240.0,4.0,7.5,0.9,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.62797195
240.0,4.0,7.5,0.91,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.042418
240.0,4.0,7.5,0.92,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.9694538
240.0,4.0,7.5,0.93,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.79471016
240.0,4.0,7.5,0.94,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.3810986
240.0,4.0,7.5,0.95,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.9859003
240.0,4.0,7.5,0.96,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.0896685
240.0,4.0,7.5,0.97,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.738685
240.0,4.0,7.5,0.98,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.9493792
240.0,4.0,7.5,0.99,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.780495
240.0,4.0,10.0,0.9,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.92631906
240.0,4.0,10.0,0.91,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.5802318
240.0,4.0,10.0,0.92,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.536583
240.0,4.0,10.0,0.93,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.4306056
240.0,4.0,10.0,0.94,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.0752108
240.0,4.0,10.0,0.95,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.803696
240.0,4.0,10.0,0.96,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.0841787
240.0,4.0,10.0,0.97,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.931185
240.0,4.0,10.0,0.98,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.3557105
240.0,4.0,10.0,0.99,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,5.164511
240.0,4.0,12.5,0.9,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.90089667
240.0,4.0,12.5,0.91,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.6921782
240.0,4.0,12.5,0.92,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.6687206
240.0,4.0,12.5,0.93,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.5351057
240.0,4.0,12.5,0.94,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.2035487
240.0,4.0,12.5,0.95,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.8883724
240.0,4.0,12.5,0.96,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.311326
240.0,4.0,12.5,0.97,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.1506834
240.0,4.0,12.5,0.98,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.332825
240.0,4.0,12.5,0.99,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,5.023713
240.0,4.0,15.0,0.9,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.6765676
240.0,4.0,15.0,0.91,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.5941533
240.0,4.0,15.0,0.92,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.5873684
240.0,4.0,15.0,0.93,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.4409387
240.0,4.0,15.0,0.94,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.1233044
240.0,4.0,15.0,0.95,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.8207948
240.0,4.0,15.0,0.96,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.3457534
240.0,4.0,15.0,0.97,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.2342415
240.0,4.0,15.0,0.98,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.3639846
240.0,4.0,15.0,0.99,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,5.27554
240.0,4.0,17.5,0.9,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,0.8927083
240.0,4.0,17.5,0.91,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.087736
240.0,4.0,17.5,0.92,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.0924585
240.0,4.0,17.5,0.93,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.8646706
240.0,4.0,17.5,0.94,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.5573688
240.0,4.0,17.5,0.95,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.2251384
240.0,4.0,17.5,0.96,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.8010464
240.0,4.0,17.5,0.97,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.616374
240.0,4.0,17.5,0.98,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.6863866
240.0,4.0,17.5,0.99,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,5.423272
240.0,4.0,20.0,0.9,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.2417766
240.0,4.0,20.0,0.91,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.685306
240.0,4.0,20.0,0.92,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.6800506
240.0,4.0,20.0,0.93,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.353115
240.0,4.0,20.0,0.94,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.076627
240.0,4.0,20.0,0.95,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.6990097
240.0,4.0,20.0,0.96,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.226718
240.0,4.0,20.0,0.97,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.974329
240.0,4.0,20.0,0.98,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,5.273351
240.0,4.0,20.0,0.99,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,5.842755
240.0,4.0,22.5,0.9,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.1707807
240.0,4.0,22.5,0.91,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.6151981
240.0,4.0,22.5,0.92,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.6161501
240.0,4.0,22.5,0.93,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.2928379
240.0,4.0,22.5,0.94,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.9990225
240.0,4.0,22.5,0.95,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.5911248
240.0,4.0,22.5,0.96,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.1247654
240.0,4.0,22.5,0.97,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.818905
240.0,4.0,22.5,0.98,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,5.04323
240.0,4.0,22.5,0.99,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,5.5704937
240.0,4.0,25.0,0.9,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,1.3292621
240.0,4.0,25.0,0.91,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.8251297
240.0,4.0,25.0,0.92,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.8274643
240.0,4.0,25.0,0.93,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,2.5424833
240.0,4.0,25.0,0.94,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.2126956
240.0,4.0,25.0,0.95,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,3.7520142
240.0,4.0,25.0,0.96,7.0,Culture medium,Broth,Listeria monocytogenes/innocua,4.2586193
